date,url,username,content,link0,link1,link2,link3,link4,url0,url1,url2,url3,url4,Source,reply_link0,reply_link1,reply_link2,reply_link3,reply_link4
2024-12-04 05:14:35+00:00,https://x.com/tang_talks/status/1864176453820272775,tang_talks,"We had our quarterly W3C CCG work item updates and open discussion.  We went through the latest developments in VC-API, VC 2.0 Test Suite, Quantum Safe Data Integrity Signature Suite, VC Education, VC Traceability, VC Render Method, VC Barcodes, Verifiable Issuers and Verifiers, and DID Linked Resources.  You can watch the recording of the presentation and discussion here (start at 14 min 50 sec mark): https://t.co/v0Kb5EuNtB",https://meet.w3c-ccg.org/archives/w3c-ccg-weekly-2024-11-19.mp4,,,,,,,,,,Twitter Web App,,,,,
2024-11-23 02:30:00+00:00,https://x.com/tang_talks/status/1860148767753674824,tang_talks,"We are searching for experienced software developers, data engineers, and product managers to help us build industry-leading identity solutions.  If you are interested in solving the problem of “who we are” or playing with cutting-edge technology, please join us here:  https://t.co/4U5dPRTTyp",https://www.spokeo.com/careers/jobs,,,,,,,,,,Twitter Web Client,,,,,
2024-11-19 22:35:00+00:00,https://x.com/tang_talks/status/1859002462935331106,tang_talks,"Zoë Hitzig and Steven Adler from @OpenAI presented on ""Personhood Credentials: A Privacy-Preserving Credential to Demonstrate Who's Real Online, Amid Artificial Intelligence"" at W3C CCG.  It’s getting harder to tell if someone on the Internet is real or not, and personhood credentials #PHC leans into two things that AI cannot do to solve this problem:  (1) physical, real-world components, and (2) cryptography.  You can read the paper here:  https://t.co/N89pTkdcfl  And you can watch the recording of the presentation and discussion here (start at 9 min 15 sec mark): https://t.co/o3DCBao2XF",https://arxiv.org/pdf/2408.07892,https://meet.w3c-ccg.org/archives/w3c-ccg-weekly-2024-11-05.mp4,,,,https://pbs.twimg.com/media/Gcups2BbcAQdDcG.jpg,https://pbs.twimg.com/media/Gcups2CbcAAhEvR.jpg,https://pbs.twimg.com/media/Gcups2BbcAEC8GH.jpg,,,Twitter Web Client,,,,,
2024-11-19 06:53:52+00:00,https://x.com/tang_talks/status/1858765620059476014,tang_talks,"Excited to share this whitepaper, Data Accuracy in the Age of AI. As AI transforms our digital world, ensuring data accuracy has become essential. Drawing on my experiences as Spokeo’s CEO, I’ve highlighted key challenges in managing data and the strategies that can be used to address them.
https://t.co/NpCQjkJYU7",https://www.cloudhire.ai/data-accuracy-in-the-age-of-ai-insights-from-spokeos-journey/,,,,,,,,,,Twitter Web App,,,,,
2024-11-13 23:00:01+00:00,https://x.com/tang_talks/status/1856834433002983902,tang_talks,Proud to sponsor the Internet Identity Workshop #IIW 39 - my favorite conference 😍 https://t.co/oA9KF7IkDE,,,,,,https://pbs.twimg.com/media/GcN8Z04asAARaJm.jpg,https://pbs.twimg.com/media/GcN8Z1ZasAE4DsL.jpg,,,,Twitter Web App,,,,,
2024-11-12 22:21:47+00:00,https://x.com/tang_talks/status/1856462423815024918,tang_talks,RT @elonmusk: Must be a coincidence 🙄 https://t.co/npsMqqatx0,,,,,,https://pbs.twimg.com/media/GcCYEOobwAAX0RQ.jpg,,,,,Twitter Web App,,,,,
2024-11-10 16:34:30+00:00,https://x.com/elonmusk/status/1855650251077722130,elonmusk,Must be a coincidence 🙄 https://t.co/npsMqqatx0,,,,,,https://pbs.twimg.com/media/GcCYEOobwAAX0RQ.jpg,,,,,Twitter for iPhone,https://t.co/QX9iQgQWCH,https://pbs.twimg.com/media/GcCZEUaa4AARlCf.jpg,https://t.co/vixXq1Zh19,https://pbs.twimg.com/media/GcCYnPzaQAAk5iH.jpg,https://t.co/rsPoOpBSUV
2024-11-08 20:32:54+00:00,https://x.com/tang_talks/status/1854985470624801059,tang_talks,"Wolf McNally and Christopher Allen from Blockchain Commons presented on ""Gordian Envelope, Elision, and Controller Documents"" at W3C CCG.  Gordian envelope is a smart document system built on deterministic CBOR, and it consists of triples of subject, predicate, and object.  It supports elision or hiding of data while preserving verifiability.  Wolf and Christopher also introduced their latest Gordian Sealed Transaction Protocol that leverages the Gordian envelope for use cases like key agreement, data exchange, confidential backups, and multi-signature coordination.  You can watch the recording of the presentation and discussion here: https://t.co/5itnsJwst3  You can also view the transcription of the discussion here:  https://t.co/7uEas3hDjw",https://www.youtube.com/watch?v=k1iIO-bfVhM,https://w3c-ccg.github.io/meetings/2024-10-22/,,,,,,,,,Twitter Web App,,,,,
2024-10-29 22:14:24+00:00,https://x.com/tang_talks/status/1851387134953095216,tang_talks,We need more monetization discussions at #IIW and in #SSI 😀.  Monetization is critical to driving market adoption.,,,,,,,,,,,Twitter for iPhone,https://t.co/YIGxqis1KR,https://t.co/8yIVqTKMrp,,,
2024-10-29 20:03:41+00:00,https://x.com/ankurb/status/1851354236308590928,ankurb,"@ACLU “How to make money 🤑 from SSI”, a session convened by @tang_talks. A lot of talk about how regulation is opening up the industry, and locking up credentials doesn’t work…but monetising other aspects around credential exchange does. https://t.co/Oer4agyZwW",,,,,,https://pbs.twimg.com/media/GbFU3N-aIAA4MM4.jpg,,,,,Twitter for iPhone,https://t.co/fVdVqOesEW,https://pbs.twimg.com/media/GbFtbVXbQAQzpok.jpg,,,
2024-10-23 20:45:00+00:00,https://x.com/tang_talks/status/1849190307952472269,tang_talks,"Denis ""Jaromil"" Roio and Andrea D'Intino from https://t.co/Br5WcakMwQ presented and led a great discussion on ""BBS+ Signature Scheme Benchmarks"" at W3C CCG.  In sum, BBS+ signature performs well.  It takes less than 1 second for thousand credential presentations and almost 1.5 second for thousand credential verifications.  BBS+ public keys are 96 bytes; its signatures are 80 bytes; and its zero-knowledge proofs are 272 bytes.  Interestingly, the more information you hide, the bigger the BBS+ proof.  Lastly ,the encoding of the BBS+ proof appears as random data.  You can read more about their research here: https://t.co/aukxVbfBcZ  And you can watch the recording of the presentation and discussion here (start at 12-min mark): https://t.co/fFRV3cTriw",http://Dyne.org,http://Dyne.org,https://news.dyne.org/benchmark-of-the-bbs-signature-scheme-v06/,https://meet.w3c-ccg.org/archives/w3c-ccg-weekly-2024-10-08.mp4,,https://pbs.twimg.com/media/Gah0-fcbEAQXO1S.jpg,https://pbs.twimg.com/media/Gah0-fbbEAE5NNh.jpg,https://pbs.twimg.com/media/Gah0-fZbEAU96PL.jpg,,,Twitter Web Client,,,,,
2024-10-18 21:00:02+00:00,https://x.com/tang_talks/status/1847382150993097073,tang_talks,"Giuseppe Tropea and Martin Bauer, Vice-Chairs of #ETSI #ISG #CIM, presented on ""NGSI-LD - Signing NGSI-LD and Authentication in NGSI-LD"" at W3C CCG.  #NGSI-LD (Next Generation Service Interfaces - Linked Data) is an information model for context information that enables applications to specify what information they require.  Its federated architecture allows context consumers (e.g. applications) to federate distributed context information from multiple sources and producers.  Giuseppe and Martin talked about how they leverage digital signatures, data integrity suite, and DID authentication to ensure that different context information from different sources can be secured and trusted.  You can watch the recording of the presentation and discussion here (start at 5-min 10-sec mark): https://t.co/ifvRJ4nzs0",https://meet.w3c-ccg.org/archives/w3c-ccg-weekly-2024-10-01.mp4,,,,,https://pbs.twimg.com/media/GZ4Z9AZb0AIVoFB.jpg,https://pbs.twimg.com/media/GZ4Z9AKaoAAX1FL.jpg,https://pbs.twimg.com/media/GZ4Z9AJagAArOYx.jpg,,,Twitter Web Client,,,,,
2024-10-04 04:51:02+00:00,https://x.com/tang_talks/status/1842064864115834973,tang_talks,"Wayne Chang, co-founder and CEO of @SpruceID  and former co-chair of W3C CCG, presented on ""Provably Forgotten Signatures"".  #Linkability can happen when traceable digital signatures or identifiers are used repeatedly, such as in verifier-verifier collusion and issuer-verifier collusion cases.  Zero-knowledge proofs like BBS signatures can be used to prevent such linkability, but there are still production challenges to their adoption today.  Wayne proposed a more pragmatic approach that leverages the hardware’s Trusted Execution Environments, so issuers don’t need to retain signatures and won’t be able to link them later.  You can watch the recording of the presentation and discussion here (start at 10-min mark): https://t.co/NWmb3a4ZXi",https://meet.w3c-ccg.org/archives/w3c-ccg-weekly-2024-09-17.mp4,,,,,https://pbs.twimg.com/media/GZBUOoDbAAAkixr.jpg,https://pbs.twimg.com/media/GZBUOn9bAAEeNmH.jpg,https://pbs.twimg.com/media/GZBUOn-bAAMBppK.jpg,,,Twitter Web App,,,,,
2024-09-25 05:17:55+00:00,https://x.com/tang_talks/status/1838810141900312784,tang_talks,"Andrew Trask presented on ""OpenMined and the Future of AI Infrastructure"" at W3C CCG.  OpenMined https://t.co/Qg0VPXGcAe is an open-source community whose goal is to make the world more privacy-preserving by lowering the barrier to entry to private AI technologies, and they have developed tools like PySyft https://t.co/Yr7yCNsZJF that leverage federated learning https://t.co/kNVwsAeWtH to perform data science in a privacy-preserving way.",https://www.linkedin.com/company/openmined/,https://www.linkedin.com/company/openmined/,https://github.com/OpenMined/PySyft,https://en.wikipedia.org/wiki/Federated_learning,,https://pbs.twimg.com/media/GYTEEbDbgAATJJY.jpg,https://pbs.twimg.com/media/GYTEEbDakAEtUCU.jpg,https://pbs.twimg.com/media/GYTEEbFakAEcVr3.jpg,,,Twitter Web App,https://pbs.twimg.com/media/GYTEMSJakAIU9WT.jpg,https://pbs.twimg.com/media/GYTEMSTakAAQwJF.jpg,https://pbs.twimg.com/media/GYTEMSRakAQ-Equ.jpg,,
2024-09-25 05:18:26+00:00,https://x.com/tang_talks/status/1838810271613350057,tang_talks,"Andrew explained that the goal of privacy-enhancing technologies #PETs is to answer a question using data owned by someone else, and they can roughly be grouped into 4 types:  (1) Input privacy technologies like secure enclave, functional encryption, homomorphic encryption, multi-party computation, and federated learning, (2) Input verification technologies like cryptographic signatures and zero-knowledge proofs, (3) Output privacy technologies like K-anonymization, differential privacy, and synthetic data, and (4) Output verification technologies like active security.",,,,,,https://pbs.twimg.com/media/GYTEMSJakAIU9WT.jpg,https://pbs.twimg.com/media/GYTEMSTakAAQwJF.jpg,https://pbs.twimg.com/media/GYTEMSRakAQ-Equ.jpg,,,Twitter Web App,https://t.co/7hPO45X7aJ,https://pbs.twimg.com/media/GYTET22akAAvNO7.jpg,https://pbs.twimg.com/media/GYTET26akAAFr9q.jpg,https://pbs.twimg.com/media/GYTET26aIAAsSLt.jpg,
2024-09-25 05:18:57+00:00,https://x.com/tang_talks/status/1838810401657753679,tang_talks,"Lastly, Andrew highlighted 4 tools in Pysyft:  (1) Remote execution, (2) Example and mock data, (3) Differential privacy that ensures statistical analysis doesn’t compromise privacy, (4) Secure multi-party computation #MPC.    You can watch the recording of the presentation and discussion here (start at 7-min mark): https://t.co/7hPO45X7aJ",https://meet.w3c-ccg.org/archives/w3c-ccg-weekly-2024-09-10.mp4,,,,,https://pbs.twimg.com/media/GYTET22akAAvNO7.jpg,https://pbs.twimg.com/media/GYTET26akAAFr9q.jpg,https://pbs.twimg.com/media/GYTET26aIAAsSLt.jpg,,,Twitter Web App,,,,,
2024-09-19 05:11:09+00:00,https://x.com/tang_talks/status/1836634109894103112,tang_talks,"Greg Bernstein gave another unsurprisingly amazing presentation on ""Anonymous Holder Binding"" to follow up on what he didn’t have time to cover last time at W3C CCG.  He first talked about leveraging the challenge (i.e. one-time random number) to prevent replay attacks between verifier and holder, and then he explained the public-key-based holder binding and its pros and cons.  To get to anonymous holder binding, he explained how the commitment scheme and zero-knowledge proof work in detail, giving an example of how Signal implements its zero-knowledge usernames.  Lastly, he concluded with the anonymous holder binding flow.  You can watch the recording of the presentation and discussion here (start at 6-min 30-sec mark): https://t.co/pk5SR1dGFH",https://meet.w3c-ccg.org/archives/w3c-ccg-weekly-2024-09-03.mp4,,,,,https://pbs.twimg.com/media/GX0I-rOa0AAXFiz.jpg,https://pbs.twimg.com/media/GX0I-rLakAM3l8m.jpg,https://pbs.twimg.com/media/GX0I-rMboAAbI9C.jpg,,,Twitter Web App,,,,,
2024-09-12 05:39:43+00:00,https://x.com/tang_talks/status/1834104583289028829,tang_talks,"Gregory Natran, architect at Portage Cybertech, and Joni Brennan, president of DIACC, presented on ""Pan-Canadian Trust Framework” and “Digital ID & Authentication Council of Canada (DIACC)"" at W3C CCG.  DIACC aims to advance digital trust adoption, and it is the scheme owner and certification body for the Pan-Canadian Trust Framework.  You can watch the recording of the presentation and discussion here (start at 8-minmark): https://t.co/2MrmT0sY0K",https://meet.w3c-ccg.org/archives/w3c-ccg-weekly-2024-08-27.mp4,,,,,https://pbs.twimg.com/media/GXQMZMabgAE6jLP.jpg,https://pbs.twimg.com/media/GXQMZMabAAAyq3l.jpg,https://pbs.twimg.com/media/GXQMZMcbEAAPWmX.jpg,https://pbs.twimg.com/media/GXQMZNRbgAAQh10.jpg,,Twitter Web App,,,,,
2024-09-11 04:52:09+00:00,https://x.com/tang_talks/status/1833730226901410009,tang_talks,I can see the Bridge wildfire 🔥 in the Angeles National Forest from my place. https://t.co/TJtohUX5lY,,,,,,https://pbs.twimg.com/media/GXK361YbIAA3EUL.jpg,,,,,Twitter for iPhone,,,,,
2024-08-30 16:24:41+00:00,https://x.com/tang_talks/status/1829555854485717408,tang_talks,"We had a great session on ""W3C CCG Work Item Updates in Q3 2024"".  W3C CCG has 9 main active initiatives, which includes VC-API, VC 2.0 Test Suite, Quantum Safe Data Integrity Signature Suite, VC Education, VC Traceability, VC Render Method, VC Barcodes, Verifiable Issuers and Verifiers, and DID Linked Resources.  You can view their latest status here:  https://t.co/VXKU8Zwrab  And you can watch the recording of the presentation and discussion here (start at 12-min 40-sec mark): https://t.co/F7gFrofJDM   Big shoutout to Will Abramson for bringing everyone together.  Also big thanks to @manusporny , Andrea D'Intino, Benjamin Young, Wesley Smith, Patrick St-Louis, and @kimdhamilton for sharing the updates.",https://docs.google.com/presentation/d/1usTxVbq1LmtvVIP1ixK0FB9R4S1Fhq4kgpA0W25W4HQ/edit?usp=sharing,https://meet.w3c-ccg.org/archives/w3c-ccg-weekly-2024-08-13.mp4,,,,https://pbs.twimg.com/media/GWPjVkFWcAApAUJ.jpg,https://pbs.twimg.com/media/GWPjVjlasAAs4sA.jpg,https://pbs.twimg.com/media/GWPjVjkbUAAHsGl.jpg,,,Twitter Web App,,,,,
2024-08-24 08:58:16+00:00,https://x.com/tang_talks/status/1827269181957668988,tang_talks,"Cryptographic agility is a system that enables switching between different cryptographic algorithms and protocols in hope to enhance security.  Excessive cryptographic agility, however, increases development costs, attack surfaces, bad interactions, and downgrade attacks.  Having a more constrained and opinionated cryptographic agility with limited cipher suites and cleaner layering is more secure.  https://t.co/nocDCzV3AN",https://www.blockchaincommons.com/musings/musings-agility/,,,,,,,,,,Twitter Web App,,,,,
2024-08-22 02:07:32+00:00,https://x.com/tang_talks/status/1826441041723216379,tang_talks,"Wesley Smith from @digitalbazaar  present on ""Verifiable Credential Barcodes"" at W3C CCG. Verifiable Credential Barcodes embed digital signatures into barcodes, which can be added onto physical credential cards to enable cryptographic verification. You can watch the recording of the presentation and discussion here (start at 7-min 30-sec mark): https://t.co/8NYGkMQ2ND",https://meet.w3c-ccg.org/archives/w3c-ccg-weekly-2024-08-06.mp4,,,,,https://pbs.twimg.com/media/GVjSGyRbgAA-1J4.jpg,https://pbs.twimg.com/media/GVjSGyObgAEdAGt.jpg,https://pbs.twimg.com/media/GVjSGyUbgAInqZ9.jpg,,,Twitter Web App,,,,,
2024-08-12 19:25:07+00:00,https://x.com/tang_talks/status/1823078279349477551,tang_talks,Huge earthquake in LA.  The whole building shook 🫨,,,,,,,,,,,Twitter for iPhone,,,,,
2024-08-04 06:25:18+00:00,https://x.com/tang_talks/status/1819982929910743472,tang_talks,"I’m excited to share that leaders from the Decentralized Identity Foundation (DIF), Trust Over IP (ToIP) Foundation, W3C Credentials Community Group (CCG), and W3C Decentralized Identifier Working Group (DID WG) have announced a collaborative initiative to advance the standardization of Decentralized Identifiers (DIDs) methods! @kimdhamilton,  Judith Fleenor, @decentralgabe, Dan Burnett, @manusporny, Stephen Curran, Andrew Whitehead, @ankurb, Kerri Lemonie, Markus Sabadello, Kim Linson, Mike Hab

Our focus will be on key DID method categories: self-resolvable, web-based, and decentralized methods. This effort aims to enhance interoperability and ensure robust, widely-adopted standards across the ecosystem. 🛠️🌐

We’re excited about the potential of this cross-community collaboration and are inviting all interested parties to join us in this important work. If you’re interested to contribute or want to learn more, please reach out! https://t.co/t46PY3LX9b",https://identity.foundation/publications/LOI-DIDMethodStandardization.pdf,,,,,,,,,,Twitter Web App,,,,,
2024-07-13 05:35:40+00:00,https://x.com/tang_talks/status/1811997904141451366,tang_talks,"Entity resolution complicates data lineage and provenance because it’s a type of data aggregation and merge, and any data aggregation loses some of the original context in the raw, non-aggregated data.  Our new entity resolution solves this problem by tracking changes (similar to SCD Type 2) from the very beginning and separating record-level operational data stores from aggregated presentation documents.  By checkpointing and storing artifacts across all data processing stages, we can finally trace through the data transformation journey.",,,,,,,,,,,Twitter Web App,,,,,
2024-07-09 22:30:00+00:00,https://x.com/tang_talks/status/1810803618012168599,tang_talks,"Using LLMs to do one trillion pairwise comparisons in entity resolution is a costly move that would likely bankrupt any company.  That said, using LLMs to perform QA checks on the outputs of the entity resolution could save a lot of manual QA time and costs. https://t.co/BpeEE2efBS",,,,,,,,,,,Twitter Web App,,,,,
2024-06-05 20:30:00+00:00,https://x.com/tang_talks/status/1798452232163045807,tang_talks,Excited to share my interview with Tech Trek Podcast where I delve into the essentials of data quality and entity resolution 🎙️ Thanks for having me on your podcast @AmirBormand! https://t.co/B2RArXfdcw,https://www.linkedin.com/posts/amirbormand_data-ai-ml-activity-7196987342207766528-iHlX?utm_source=share&utm_medium=member_desktop,,,,,,,,,,Twitter Web App,,,,,
2024-06-04 17:30:00+00:00,https://x.com/tang_talks/status/1798044546787401746,tang_talks,What is #trust?  I define “trust” as the reliance on others to achieve a mutually beneficial outcome.  This definition is inspired by Game Theory because trust is how you beat the game. https://t.co/stYjs9iuY3,,,,,,,,,,,Twitter Web App,,,,,
2024-06-03 20:10:50+00:00,https://x.com/tang_talks/status/1797722632256942516,tang_talks,"Mirko Mollik and Kaliya Young presented their work on ""Credential Format Comparison"" at our W3C CCG meeting last week.  There is no panacea that solves all problems, and different technologies have different trade-offs.  You can watch the recording of the presentation and discussion here (start at  7min mark):  https://t.co/YP54k5D5Kx",https://meet.w3c-ccg.org/archives/w3c-ccg-weekly-2024-05-21.mp4,,,,,https://pbs.twimg.com/media/GPLLKkdbEAALvcU.jpg,https://pbs.twimg.com/media/GPLLKkcboAApiXW.jpg,https://pbs.twimg.com/media/GPLLKkZasAQrmHQ.jpg,https://pbs.twimg.com/media/GPLLKkaasAQqZhg.jpg,,Twitter Web App,,,,,
2024-05-19 02:22:11+00:00,https://x.com/tang_talks/status/1792017881015984514,tang_talks,"I think one reason behind #SSI slow adoption is that the current #SSI focuses on identity and access management, not identity data.  And arguably, the identity data industry is bigger with more monetizable use cases.",,,,,,,,,,,Twitter Web App,,,,,
2024-05-17 14:26:34+00:00,https://x.com/rileyphughes/status/1791475403976007736,rileyphughes,"Me: ""I'm losing faith in SSI. Why is adoption so low?""

Internet identity community: https://t.co/wv4pDjI1xP",,,,,,https://pbs.twimg.com/media/GNyZVtNXYAAgxDr.jpg,,,,,Twitter Web App,"https://t.co/DY8m5fn0MJ,",,,,
2025-01-14 09:37:34+00:00,https://x.com/DecentralizeID/status/1879100536588480882,DecentralizeID,"RT @iang_fc: Anyone know about DIDs? is this a fair summary? If so, it bears a resemblance to Ricardian contracts. To me at least...

Understanding DIDComm

If you are reading this, you probably know already what Decentralized Identifiers (DID) are: they are “identifiers” or addresses which can be queried to return some information about the subject represented. The addresses take the form of a long, opaque “string” (a long block of letters and numbers, in this case of a fixed length), and the DID “documents” that get returned when they are queried contain some cryptographic key material and, depending on the particularities of the returning system, maybe a few other pieces of information or addresses.

https://t.co/jvsI04HLvi",,,,,,,,,,,Twitter Web App,,,,,
2025-01-05 00:24:57+00:00,https://x.com/iang_fc/status/1875699974396113159,iang_fc,"Anyone know about DIDs? is this a fair summary? If so, it bears a resemblance to Ricardian contracts. To me at least...

Understanding DIDComm

If you are reading this, you probably know already what Decentralized Identifiers (DID) are: they are “identifiers” or addresses which can be queried to return some information about the subject represented. The addresses take the form of a long, opaque “string” (a long block of letters and numbers, in this case of a fixed length), and the DID “documents” that get returned when they are queried contain some cryptographic key material and, depending on the particularities of the returning system, maybe a few other pieces of information or addresses.

https://t.co/jvsI04HLvi",https://medium.com/decentralized-identity/understanding-didcomm-14da547ca36b,,,,,https://pbs.twimg.com/media/GgfTHvgW4AAxTu1.png,,,,,Twitter Web App,https://t.co/H8rTszmY4T,https://pbs.twimg.com/media/GhPrVTXW4AA3JFx.png,,,
2024-12-18 00:00:50+00:00,https://x.com/DecentralizeID/status/1869170925763199442,DecentralizeID,"RT @rootwraith: I’ve been putting off the idea of DIDs, W3C Verifiable Credentials, and Wallets for far too long. I can see where there may be some benefits. So many apps request photo IDs, SSNs, etc. at this point anyways and we have very little insight how they’re storing that info. 

https://t.co/iajw3XfZyR",,,,,,,,,,,Twitter Web App,,,,,
2024-12-07 15:23:33+00:00,https://x.com/rootwraith/status/1865416866459476097,rootwraith,"I’ve been putting off the idea of DIDs, W3C Verifiable Credentials, and Wallets for far too long. I can see where there may be some benefits. So many apps request photo IDs, SSNs, etc. at this point anyways and we have very little insight how they’re storing that info. 

https://t.co/iajw3XfZyR",https://csrc.nist.gov/pubs/sp/800/63/4/2pd,,,,,https://pbs.twimg.com/media/GeNKwKtWAAEu7A4.jpg,,,,,Twitter for iPhone,,,,,
2024-11-30 10:56:40+00:00,https://x.com/DecentralizeID/status/1862812988048056508,DecentralizeID,"RT @peter_szilagyi: So far so good. People are building nifty stuff on top of the firehose of events.

One person in particular took a 1M post window of that firehose and uploaded it to Hugging Face as an ML training dataset; which seems like an insignificant thing... and boy it blew up.

3/N",,,,,,,,,,,Twitter Web App,,,,,
2024-11-28 17:57:31+00:00,https://x.com/peter_szilagyi/status/1862194122523582930,peter_szilagyi,"So far so good. People are building nifty stuff on top of the firehose of events.

One person in particular took a 1M post window of that firehose and uploaded it to Hugging Face as an ML training dataset; which seems like an insignificant thing... and boy it blew up.

3/N",,,,,,,,,,,Twitter Web App,,,,,
2024-10-29 06:45:11+00:00,https://x.com/DecentralizeID/status/1851153288206422256,DecentralizeID,RT @OR13b: https://t.co/Yp2rP3Enoj,https://www.cbp.gov/newsroom/national-media-release/cbp-champions-trade-modernization-through-global-interoperability,,,,,,,,,,Twitter Web App,,,,,
2024-10-28 22:48:12+00:00,https://x.com/OR13b/status/1851033251944808791,OR13b,https://t.co/Yp2rP3Enoj,https://www.cbp.gov/newsroom/national-media-release/cbp-champions-trade-modernization-through-global-interoperability,,,,,,,,,,Twitter for Android,,,,,
2024-10-29 06:44:34+00:00,https://x.com/DecentralizeID/status/1851153134489403642,DecentralizeID,"RT @idworkshop: We are all ready to begin IIWXXXIX and look forward to welcoming the largest number of participants to the circle ever!  

See you tomorrow Morning at 8 for check in, coffee, donuts, bagels &amp; more ... Opening Circle at 9 sharp!  #IIW #InternetIdentityWorkshop #openspacetech https://t.co/GJN2bWbo9t",,,,,,,,,,,Twitter Web App,,,,,
2024-10-29 02:23:02+00:00,https://x.com/idworkshop/status/1851087314816287021,idworkshop,"We are all ready to begin IIWXXXIX and look forward to welcoming the largest number of participants to the circle ever!  

See you tomorrow Morning at 8 for check in, coffee, donuts, bagels &amp; more ... Opening Circle at 9 sharp!  #IIW #InternetIdentityWorkshop #openspacetech https://t.co/GJN2bWbo9t",,,,,,https://pbs.twimg.com/media/GbBhM10aYAADj3A.jpg,https://pbs.twimg.com/media/GbBhM14bEAAdHGj.jpg,,,,Twitter Web App,,,,,
2024-10-21 23:03:36+00:00,https://x.com/DecentralizeID/status/1848500412577349646,DecentralizeID,"RT @lfdecentralized: The inaugural LF Decentralized Trust Summit is set for this week (Oct 23–24) at the historic San Francisco Mint. Our members-only event features experts across code projects and offer interactive discussions on identity, digital assets, privacy, interoperability &amp; more! 👇Agenda https://t.co/aQm7mr8aap",,,,,,,,,,,Twitter Web App,,,,,
2024-10-21 19:19:53+00:00,https://x.com/lfdecentralized/status/1848444112908824778,lfdecentralized,"The inaugural LF Decentralized Trust Summit is set for this week (Oct 23–24) at the historic San Francisco Mint. Our members-only event features experts across code projects and offer interactive discussions on identity, digital assets, privacy, interoperability &amp; more! 👇Agenda https://t.co/aQm7mr8aap",,,,,,https://pbs.twimg.com/media/Gab-H1-XoAEW3fu.png,https://pbs.twimg.com/media/Gab-IA9WkAAsrCE.png,,,,HubSpot,,,,,
2024-10-20 18:18:47+00:00,https://x.com/DecentralizeID/status/1848066349563527479,DecentralizeID,"RT @JesusDiazVico: Our DIDComm research will appear in CCS’24! Kudos to co authors Christian and Fabio, who have shared their knowledge with me, and thanks to Atala and @inputoutputhk for supporting this research! https://t.co/7r9C7206Fr",,,,,,,,,,,Twitter Web App,,,,,
2024-10-15 16:39:32+00:00,https://x.com/JesusDiazVico/status/1846229431775613034,JesusDiazVico,"Our DIDComm research will appear in CCS’24! Kudos to co authors Christian and Fabio, who have shared their knowledge with me, and thanks to Atala and @inputoutputhk for supporting this research! https://t.co/7r9C7206Fr",,,,,,https://pbs.twimg.com/media/GZ8esu6b0AQzG60.jpg,,,,,Twitter Web App,,,,,
2024-10-20 17:58:34+00:00,https://x.com/DecentralizeID/status/1848061260690030627,DecentralizeID,RT @testermelon: Anyone know atproto implementation other than bluesky?,,,,,,,,,,,Twitter Web App,,,,,
2024-10-18 08:03:38+00:00,https://x.com/testermelon/status/1847186763200233785,testermelon,Anyone know atproto implementation other than bluesky?,,,,,,,,,,,Twitter Web App,,,,,
2024-07-01 07:44:17+00:00,https://x.com/DecentralizeID/status/1807681619857162247,DecentralizeID,"RT @Steve_Lockstep: ISO 18013 #verifiablecredentials bring potential #clicktopresent in-app.
Digital trade licences, Medicare credentials, working-with-children checks, prof. memberships etc should be verifiably presentable online to truly transform digital workflows. #DigitalID",,,,,,,,,,,Twitter Web App,,,,,
2024-06-25 02:33:16+00:00,https://x.com/Steve_Lockstep/status/1805429022824055165,Steve_Lockstep,"ISO 18013 #verifiablecredentials bring potential #clicktopresent in-app.
Digital trade licences, Medicare credentials, working-with-children checks, prof. memberships etc should be verifiably presentable online to truly transform digital workflows. #DigitalID",,,,,,,,,,,Twitter Web App,,,,,
2024-06-25 00:38:34+00:00,https://x.com/Innov_Aus/status/1805400157204123934,Innov_Aus,"All govts to adopt digital licence standards | @justinrhendry

@Steve_Lockstep @theonejvo #DigitalID #Standards #ISO #GovTech #AusTech

https://t.co/i5onUn4f8z",https://buff.ly/4cdhEcl,,,,,,,,,,Buffer App,,,,,
2024-06-19 17:01:38+00:00,https://x.com/DecentralizeID/status/1803473224883228871,DecentralizeID,"RT @darrello: Has anyone done a DIDComm based Wordpress login module? Failing that, and OAuth implementation with DIDs and/or VCs?",,,,,,,,,,,Twitter Web App,,,,,
2024-06-17 02:25:48+00:00,https://x.com/darrello/status/1802528039001047495,darrello,"Has anyone done a DIDComm based Wordpress login module? Failing that, and OAuth implementation with DIDs and/or VCs?",,,,,,,,,,,Twitter for iPhone,https://t.co/FYf6BkDxSF,,,,
2024-06-19 16:36:48+00:00,https://x.com/DecentralizeID/status/1803466976246849572,DecentralizeID,"RT @DanubeTechNews: Danube Tech, @cheqd_io, NETIS Group, &amp; Soverio have been selected for the 2nd cohort of the @EuropeanSandbox! We're developing a ledger-agnostic approach for managing trust registries &amp; verifiable accreditations on #DLT, enabling a Qualified Electronic Ledger under #eIDAS2!",,,,,,,,,,,Twitter Web App,,,,,
